"","collection","pathway","gene_id","gene_symbol"
"3300","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000149182","ARFGAP2"
"3301","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000242247","ARFGAP3"
"3302","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000137486","ARRB1"
"3303","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000141480","ARRB2"
"3304","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000153317","ASAP1"
"3305","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000151693","ASAP2"
"3306","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000088280","ASAP3"
"3307","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000110395","CBL"
"3308","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000114423","CBLB"
"3309","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000142273","CBLC"
"3310","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000160791","CCR5"
"3311","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000070831","CDC42"
"3312","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000255112","CHMP1B"
"3313","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000130724","CHMP2A"
"3314","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000083937","CHMP2B"
"3315","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000115561","CHMP3"
"3316","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000254505","CHMP4A"
"3317","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000101421","CHMP4B"
"3318","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000164695","CHMP4C"
"3319","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000086065","CHMP5"
"3320","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000176108","CHMP6"
"3321","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000122705","CLTA"
"3322","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000175416","CLTB"
"3323","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000141367","CLTC"
"3324","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000070371","CLTCL1"
"3325","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000182578","CSF1R"
"3326","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000163464","CXCR1"
"3327","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000180871","CXCR2"
"3328","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000121966","CXCR4"
"3329","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000153071","DAB2"
"3330","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000116675","DNAJC6"
"3331","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000106976","DNM1"
"3332","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000087470","DNM1L"
"3333","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000079805","DNM2"
"3334","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000197959","DNM3"
"3335","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000102189","EEA1"
"3336","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000138798","EGF"
"3337","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000146648","EGFR"
"3338","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000110047","EHD1"
"3339","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000024422","EHD2"
"3340","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000013016","EHD3"
"3341","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000103966","EHD4"
"3342","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000063245","EPN1"
"3343","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000072134","EPN2"
"3344","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000049283","EPN3"
"3345","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000085832","EPS15"
"3346","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000065361","ERBB3"
"3347","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000178568","ERBB4"
"3348","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000181104","F2R"
"3349","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000066468","FGFR2"
"3350","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000068078","FGFR3"
"3351","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000160867","FGFR4"
"3352","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000102755","FLT1"
"3353","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000108262","GIT1"
"3354","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000139436","GIT2"
"3355","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000185974","GRK1"
"3356","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000173020","GRK2"
"3357","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000100077","GRK3"
"3358","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000125388","GRK4"
"3359","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000198873","GRK5"
"3360","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000198055","GRK6"
"3361","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000114124","GRK7"
"3362","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000185359","HGS"
"3363","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000206503","HLA-A"
"3364","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000234745","HLA-B"
"3365","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000204525","HLA-C"
"3366","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000204592","HLA-E"
"3367","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000204642","HLA-F"
"3368","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000204632","HLA-G"
"3369","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000174775","HRAS"
"3370","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000204389","HSPA1A"
"3371","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000204388","HSPA1B"
"3372","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000204390","HSPA1L"
"3373","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000126803","HSPA2"
"3374","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000173110","HSPA6"
"3375","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000109971","HSPA8"
"3376","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000140443","IGF1R"
"3377","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000134460","IL2RA"
"3378","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000100385","IL2RB"
"3379","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000147168","IL2RG"
"3380","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000144711","IQSEC1"
"3381","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000124313","IQSEC2"
"3382","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000120645","IQSEC3"
"3383","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000078747","ITCH"
"3384","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000128052","KDR"
"3385","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000157404","KIT"
"3386","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000130164","LDLR"
"3387","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000157978","LDLRAP1"
"3388","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000135679","MDM2"
"3389","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000105976","MET"
"3390","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000141971","MVB12A"
"3391","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000196814","MVB12B"
"3392","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000069869","NEDD4"
"3393","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000049759","NEDD4L"
"3394","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000198400","NTRK1"
"3395","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000148498","PARD3"
"3396","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000102981","PARD6A"
"3397","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000124171","PARD6B"
"3398","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000178184","PARD6G"
"3399","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000170248","PDCD6IP"
"3400","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000134853","PDGFRA"
"3401","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000115020","PIKFYVE"
"3402","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000276293","PIP4K2B"
"3403","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000143398","PIP5K1A"
"3404","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000107242","PIP5K1B"
"3405","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000186111","PIP5K1C"
"3406","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000075651","PLD1"
"3407","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000129219","PLD2"
"3408","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000163558","PRKCI"
"3409","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000067606","PRKCZ"
"3410","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000059915","PSD"
"3411","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000146005","PSD2"
"3412","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000156011","PSD3"
"3413","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000125637","PSD4"
"3414","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000103769","RAB11A"
"3415","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000185236","RAB11B"
"3416","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000156675","RAB11FIP1"
"3417","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000107560","RAB11FIP2"
"3418","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000090565","RAB11FIP3"
"3419","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000131242","RAB11FIP4"
"3420","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000135631","RAB11FIP5"
"3421","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000124209","RAB22A"
"3422","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000168461","RAB31"
"3423","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000168118","RAB4A"
"3424","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000144566","RAB5A"
"3425","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000111540","RAB5B"
"3426","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000108774","RAB5C"
"3427","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000029725","RABEP1"
"3428","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000131381","RBSN"
"3429","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000165731","RET"
"3430","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000181852","RNF41"
"3431","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000176783","RUFY1"
"3432","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000141985","SH3GL1"
"3433","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000107295","SH3GL2"
"3434","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000140600","SH3GL3"
"3435","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000097033","SH3GLB1"
"3436","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000148341","SH3GLB2"
"3437","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000147010","SH3KBP1"
"3438","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000112305","SMAP1"
"3439","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000084070","SMAP2"
"3440","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000198742","SMURF1"
"3441","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000108854","SMURF2"
"3442","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000159210","SNF8"
"3443","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000197122","SRC"
"3444","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000136738","STAM"
"3445","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000115145","STAM2"
"3446","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000124356","STAMBP"
"3447","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000072274","TFRC"
"3448","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000175104","TRAF6"
"3449","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000074319","TSG101"
"3450","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000138592","USP8"
"3451","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000131475","VPS25"
"3452","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000160948","VPS28"
"3453","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000136100","VPS36"
"3454","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000155975","VPS37A"
"3455","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000139722","VPS37B"
"3456","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000167987","VPS37C"
"3457","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000176428","VPS37D"
"3458","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000136631","VPS45"
"3459","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000132612","VPS4A"
"3460","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000119541","VPS4B"
"3461","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000009844","VTA1"
"3462","CP:KEGG_LEGACY","KEGG_ENDOCYTOSIS","ENSG00000123124","WWP1"
"3463","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000142208","AKT1"
"3464","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000105221","AKT2"
"3465","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000117020","AKT3"
"3466","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000134982","APC"
"3467","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000115266","APC2"
"3468","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000078061","ARAF"
"3469","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000103126","AXIN1"
"3470","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000168646","AXIN2"
"3471","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000002330","BAD"
"3472","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000157764","BRAF"
"3473","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000132906","CASP9"
"3474","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000110092","CCND1"
"3475","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000039068","CDH1"
"3476","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000044115","CTNNA1"
"3477","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000066032","CTNNA2"
"3478","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000183230","CTNNA3"
"3479","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000168036","CTNNB1"
"3480","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000138798","EGF"
"3481","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000146648","EGFR"
"3482","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000126767","ELK1"
"3483","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000141736","ERBB2"
"3484","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000118689","FOXO3"
"3485","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000177885","GRB2"
"3486","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000082701","GSK3B"
"3487","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000174775","HRAS"
"3488","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000166333","ILK"
"3489","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000133703","KRAS"
"3490","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000138795","LEF1"
"3491","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000169032","MAP2K1"
"3492","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000126934","MAP2K2"
"3493","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000100030","MAPK1"
"3494","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000102882","MAPK3"
"3495","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000076242","MLH1"
"3496","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000136997","MYC"
"3497","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000213281","NRAS"
"3498","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000140992","PDPK1"
"3499","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000121879","PIK3CA"
"3500","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000051382","PIK3CB"
"3501","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000171608","PIK3CD"
"3502","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000105851","PIK3CG"
"3503","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000145675","PIK3R1"
"3504","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000105647","PIK3R2"
"3505","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000117461","PIK3R3"
"3506","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000141506","PIK3R5"
"3507","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000171862","PTEN"
"3508","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000132155","RAF1"
"3509","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000115904","SOS1"
"3510","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000100485","SOS2"
"3511","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000081059","TCF7"
"3512","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000152284","TCF7L1"
"3513","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000148737","TCF7L2"
"3514","CP:KEGG_LEGACY","KEGG_ENDOMETRIAL_CANCER","ENSG00000141510","TP53"
"3515","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000137845","ADAM10"
"3516","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000151694","ADAM17"
"3517","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000071553","ATP6AP1"
"3518","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000033627","ATP6V0A1"
"3519","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000185344","ATP6V0A2"
"3520","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000105929","ATP6V0A4"
"3521","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000117410","ATP6V0B"
"3522","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000185883","ATP6V0C"
"3523","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000159720","ATP6V0D1"
"3524","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000147614","ATP6V0D2"
"3525","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000113732","ATP6V0E1"
"3526","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000171130","ATP6V0E2"
"3527","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000114573","ATP6V1A"
"3528","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000116039","ATP6V1B1"
"3529","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000147416","ATP6V1B2"
"3530","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000155097","ATP6V1C1"
"3531","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000143882","ATP6V1C2"
"3532","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000100554","ATP6V1D"
"3533","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000131100","ATP6V1E1"
"3534","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000250565","ATP6V1E2"
"3535","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000128524","ATP6V1F"
"3536","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000136888","ATP6V1G1"
"3537","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000213760","ATP6V1G2"
"3538","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000151418","ATP6V1G3"
"3539","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000047249","ATP6V1H"
"3540","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000164305","CASP3"
"3541","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000271503","CCL5"
"3542","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000070831","CDC42"
"3543","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000213341","CHUK"
"3544","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000103653","CSK"
"3545","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000163739","CXCL1"
"3546","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000169429","CXCL8"
"3547","CP:KEGG_LEGACY","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","ENSG00000163464","CXCR1"
