"","collection","pathway","gene_id","gene_symbol"
"1","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000165029","ABCA1"
"2","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000154263","ABCA10"
"3","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000144452","ABCA12"
"4","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000179869","ABCA13"
"5","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000107331","ABCA2"
"6","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000167972","ABCA3"
"7","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000198691","ABCA4"
"8","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000154265","ABCA5"
"9","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000154262","ABCA6"
"10","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000064687","ABCA7"
"11","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000141338","ABCA8"
"12","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000154258","ABCA9"
"13","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000085563","ABCB1"
"14","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000135776","ABCB10"
"15","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000073734","ABCB11"
"16","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000005471","ABCB4"
"17","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000004846","ABCB5"
"18","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000115657","ABCB6"
"19","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000131269","ABCB7"
"20","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000197150","ABCB8"
"21","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000150967","ABCB9"
"22","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000103222","ABCC1"
"23","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000124574","ABCC10"
"24","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000121270","ABCC11"
"25","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000140798","ABCC12"
"26","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000023839","ABCC2"
"27","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000108846","ABCC3"
"28","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000125257","ABCC4"
"29","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000114770","ABCC5"
"30","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000091262","ABCC6"
"31","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000006071","ABCC8"
"32","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000069431","ABCC9"
"33","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000101986","ABCD1"
"34","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000173208","ABCD2"
"35","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000117528","ABCD3"
"36","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000119688","ABCD4"
"37","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000160179","ABCG1"
"38","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000118777","ABCG2"
"39","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000172350","ABCG4"
"40","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000138075","ABCG5"
"41","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000143921","ABCG8"
"42","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000001626","CFTR"
"43","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000168394","TAP1"
"44","CP:KEGG_LEGACY","KEGG_ABC_TRANSPORTERS","ENSG00000204267","TAP2"
"45","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000142208","AKT1"
"46","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000105221","AKT2"
"47","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000117020","AKT3"
"48","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000078061","ARAF"
"49","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000002330","BAD"
"50","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000157764","BRAF"
"51","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000133101","CCNA1"
"52","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000110092","CCND1"
"53","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000245848","CEBPA"
"54","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000213341","CHUK"
"55","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000187840","EIF4EBP1"
"56","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000122025","FLT3"
"57","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000177885","GRB2"
"58","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000174775","HRAS"
"59","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000104365","IKBKB"
"60","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000269335","IKBKG"
"61","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000173801","JUP"
"62","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000157404","KIT"
"63","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000133703","KRAS"
"64","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000138795","LEF1"
"65","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000169032","MAP2K1"
"66","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000126934","MAP2K2"
"67","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000100030","MAPK1"
"68","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000102882","MAPK3"
"69","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000198793","MTOR"
"70","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000136997","MYC"
"71","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000109320","NFKB1"
"72","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000213281","NRAS"
"73","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000121879","PIK3CA"
"74","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000051382","PIK3CB"
"75","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000171608","PIK3CD"
"76","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000105851","PIK3CG"
"77","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000145675","PIK3R1"
"78","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000105647","PIK3R2"
"79","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000117461","PIK3R3"
"80","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000141506","PIK3R5"
"81","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000137193","PIM1"
"82","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000102096","PIM2"
"83","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000140464","PML"
"84","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000112033","PPARD"
"85","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000132155","RAF1"
"86","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000131759","RARA"
"87","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000173039","RELA"
"88","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000108443","RPS6KB1"
"89","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000175634","RPS6KB2"
"90","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000159216","RUNX1"
"91","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000079102","RUNX1T1"
"92","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000115904","SOS1"
"93","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000100485","SOS2"
"94","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000066336","SPI1"
"95","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000168610","STAT3"
"96","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000126561","STAT5A"
"97","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000173757","STAT5B"
"98","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000081059","TCF7"
"99","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000152284","TCF7L1"
"100","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000148737","TCF7L2"
"101","CP:KEGG_LEGACY","KEGG_ACUTE_MYELOID_LEUKEMIA","ENSG00000109906","ZBTB16"
"102","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000143727","ACP1"
"103","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000075624","ACTB"
"104","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000184009","ACTG1"
"105","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000072110","ACTN1"
"106","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000077522","ACTN2"
"107","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000248746","ACTN3"
"108","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000130402","ACTN4"
"109","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000130396","AFDN"
"110","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000175866","BAIAP2"
"111","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000070831","CDC42"
"112","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000039068","CDH1"
"113","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000005339","CREBBP"
"114","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000101266","CSNK2A1"
"115","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000070770","CSNK2A2"
"116","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000204435","CSNK2B"
"117","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000044115","CTNNA1"
"118","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000066032","CTNNA2"
"119","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000183230","CTNNA3"
"120","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000168036","CTNNB1"
"121","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000198561","CTNND1"
"122","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000146648","EGFR"
"123","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000100393","EP300"
"124","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000141736","ERBB2"
"125","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000006607","FARP2"
"126","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000151422","FER"
"127","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000077782","FGFR1"
"128","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000010810","FYN"
"129","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000140443","IGF1R"
"130","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000171105","INSR"
"131","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000140575","IQGAP1"
"132","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000138795","LEF1"
"133","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000136153","LMO7"
"134","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000135341","MAP3K7"
"135","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000100030","MAPK1"
"136","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000102882","MAPK3"
"137","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000105976","MET"
"138","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000110400","NECTIN1"
"139","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000130202","NECTIN2"
"140","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000177707","NECTIN3"
"141","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000143217","NECTIN4"
"142","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000087095","NLK"
"143","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000148498","PARD3"
"144","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000196396","PTPN1"
"145","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000111679","PTPN6"
"146","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000127329","PTPRB"
"147","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000142949","PTPRF"
"148","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000149177","PTPRJ"
"149","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000173482","PTPRM"
"150","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000136238","RAC1"
"151","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000128340","RAC2"
"152","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000169750","RAC3"
"153","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000067560","RHOA"
"154","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000175387","SMAD2"
"155","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000166949","SMAD3"
"156","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000141646","SMAD4"
"157","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000124216","SNAI1"
"158","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000019549","SNAI2"
"159","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000095637","SORBS1"
"160","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000197122","SRC"
"161","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000117155","SSX2IP"
"162","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000081059","TCF7"
"163","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000152284","TCF7L1"
"164","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000148737","TCF7L2"
"165","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000106799","TGFBR1"
"166","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000163513","TGFBR2"
"167","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000104067","TJP1"
"168","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000035403","VCL"
"169","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000015285","WAS"
"170","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000112290","WASF1"
"171","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000158195","WASF2"
"172","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000132970","WASF3"
"173","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000106299","WASL"
"174","CP:KEGG_LEGACY","KEGG_ADHERENS_JUNCTION","ENSG00000176105","YES1"
"175","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000076555","ACACB"
"176","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000151726","ACSL1"
"177","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000123983","ACSL3"
"178","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000068366","ACSL4"
"179","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000197142","ACSL5"
"180","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000164398","ACSL6"
"181","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000181092","ADIPOQ"
"182","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000159346","ADIPOR1"
"183","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000006831","ADIPOR2"
"184","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000159723","AGRP"
"185","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000142208","AKT1"
"186","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000105221","AKT2"
"187","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000117020","AKT3"
"188","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000004660","CAMKK1"
"189","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000110931","CAMKK2"
"190","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000135218","CD36"
"191","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000213341","CHUK"
"192","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000110090","CPT1A"
"193","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000205560","CPT1B"
"194","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000169169","CPT1C"
"195","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000131482","G6PC1"
"196","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000152254","G6PC2"
"197","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000104365","IKBKB"
"198","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000269335","IKBKG"
"199","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000169047","IRS1"
"200","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000185950","IRS2"
"201","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000133124","IRS4"
"202","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000096968","JAK2"
"203","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000174697","LEP"
"204","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000116678","LEPR"
"205","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000109339","MAPK10"
"206","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000107643","MAPK8"
"207","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000050748","MAPK9"
"208","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000198793","MTOR"
"209","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000109320","NFKB1"
"210","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000100906","NFKBIA"
"211","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000104825","NFKBIB"
"212","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000146232","NFKBIE"
"213","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000122585","NPY"
"214","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000124253","PCK1"
"215","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000100889","PCK2"
"216","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000115138","POMC"
"217","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000186951","PPARA"
"218","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000109819","PPARGC1A"
"219","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000132356","PRKAA1"
"220","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000162409","PRKAA2"
"221","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000111725","PRKAB1"
"222","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000131791","PRKAB2"
"223","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000181929","PRKAG1"
"224","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000106617","PRKAG2"
"225","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000115592","PRKAG3"
"226","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000065675","PRKCQ"
"227","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000179295","PTPN11"
"228","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000173039","RELA"
"229","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000186350","RXRA"
"230","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000204231","RXRB"
"231","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000143171","RXRG"
"232","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000117394","SLC2A1"
"233","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000181856","SLC2A4"
"234","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000184557","SOCS3"
"235","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000168610","STAT3"
"236","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000118046","STK11"
"237","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000232810","TNF"
"238","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000067182","TNFRSF1A"
"239","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000028137","TNFRSF1B"
"240","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000102871","TRADD"
"241","CP:KEGG_LEGACY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","ENSG00000127191","TRAF2"
"242","CP:KEGG_LEGACY","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","ENSG00000183044","ABAT"
"243","CP:KEGG_LEGACY","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","ENSG00000132744","ACY3"
"244","CP:KEGG_LEGACY","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","ENSG00000239900","ADSL"
